Student_ID,Name,Email,Phone,Skills,Qualification,Location_Preferences,Sector_Interests,Social_Category,Past_Internship_Participation,Preferred_Job_Type,Experience
S00017,Jessic aSmith,kimberlyjohnson@example.com,7884856968,"['Cloud Computing', 'AI/ML', 'Kubernetes', 'Finance', 'Basket Weaving']",M.Tech CS,"['Kolkata', 'Hyderabad']",,General,False,Remote,22
S00018,Michael Harris,richardgross@example.com,9666515119,"['Communication', 'Kubernetes']",,"['Hyderabad', 'Kolkata']","['Web Development', 'Blockchain', 'IoT']",OBC,True,Internship,23
S00019,Michael Robinson,robin07@example.net,7322044097,"['UI/UX', 'Figma', 'Robotics', 'React', 'Animation', 'AWS']",B.Sc IT,"['Delhi', 'Bangalore']",,OBC,False,Part-time,51
S00020,Jonathon Hill,turnersharon@example.com,8762873373,"['Cybersecurity', 'Animation', 'AI/ML', 'Branding', 'Blockchain']",MCA,['Delhi'],,SC,False,Part-time,19
S00021,Matthew Foster,jessicakeith@example.com,6257457309,['C++'],MCA,"['Jaipur', 'Bangalore']",['UI/UX'],SC,True,Part-time,17
S00022,Kelsey Reid,johnwatson@example.org,8870175813,"['React', 'Figma', 'Game Development', 'IT Support', 'Data Science', 'UI/UX', 'Sound Engineering']",B.Tech CSE,['Hyderabad'],,General,False,Internship,13
S00023,Jason Barrera,emills@example.net,8148299560,"['Communication', 'AI/ML', 'SQL']",B.Sc Maths,['Hyderabad'],"['Finance', 'Cloud Computing', 'Cybersecurity']",SC,False,Part-time,52
S00024,Perry nEglish,burkejamie@example.com,8080723679,"['Cloud Computing', 'Python']",,,,General,False,Full-time,22
S00025,Billy Sanchez,joseph12_at_example.org,8319890726,"['IoT', 'Java']",,,,OBC,True,Full-time,10
S00026,Sarah Roberts,chasesimpson@example.org,9406438268,"['Data Science', 'Kubernetes', 'Python']",B.Tech IT,"['Ahmedabad', 'Banglore']",,OBC,True,Remote,43
S00027,Caitlin Martin,gregory29@example.org,6927300468,"['Branding', 'SQL', 'Animation', 'AWS']",B.Tech CSE,"['Delhi', 'Hyderabad']",,EWS,False,Full-time,5
S00028,Sandy Shea,rachelwhitney@example.com,6641762699,"['Excel', 'Python', 'Cloud Computing', 'Communication', 'Robotics']",,,,OBC,False,Internship,1
S00029,Kenneth Ortega,carternatalie_at_example.org,6265926035,"['Animation', 'UI/UX', 'Python', 'Game Development', 'C++', 'Robotics', 'Quantum Mechanics']",,"['Jaipur', 'Mumbai']","['AI/ML', 'Software', 'Blockchain']",SC,False,Internship,14
S00030,Ms. Angela Reynolds,karen18@example.net,9844772925,"['Web Development', 'IoT', 'MS Office', 'AI/ML']",B.Tech IT,['Mumbai'],,EWS,True,Internship,37
S00031,Paula Harrison,bergcraig@example.net,6385091474,"['SQL', 'UI/UX', 'C++', 'Branding']",B.Tech CSE,"['Kolkata', 'Jaipur']",,OBC,True,Internship,40
S00032,Connie Larson,iwilson@example.net,6684198112,"['SQL', 'Blockchain', 'Python']",M.Tech CS,['Delhi'],,OBC,False,Remote,11
S00033,Robert Martinez,krista74@example.org,9204317727,"['AI/ML', 'Branding', 'Public Policy']",MCA,['Chennai'],['Cloud Computing'],EWS,True,Full-time,11
S00034,Alex Wise,brownsheryl@example.com,641172545,"['SQL', 'React', 'Sound Engineering', 'Java', 'Quantum Mechanics']",MCA,['Jaipur'],,SC,True,Part-time,36
S00035,Courtney Holt,williamjohnson@example.org,7294530870,"['Finance', 'SQL', 'Data Science', 'Tableau', 'React']",,"['Delhi', 'Hyderabad']",['Web Development'],OBC,False,Remote,42
S00036,Philip Murray,samuel62@example.org,8799209981,"['C++', 'Excel']",Btech ECE,"['Jaipur', 'Pune']",['Data Science'],OBC,True,Remote,3
S00037,Ryan White,douglas10@example.net,8941754893,"['IoT', 'Web Development', 'Robotics', 'Java']",,,,SC,True,Part-time,56
S00038,Shane Alvarado,jonathan07@example.com,9954431557,"['IoT', 'Python', 'Java']",,['Jaipur'],,ST,False,Full-time,22
S00039,Gregory Jones,debrapierce@example.net,718756738,"['C++', 'SQL', 'IoT', 'Tableau', 'Finance', 'Robotics', 'Sound Engineering', 'Origami']",B.Tech CSE,['Kolkata'],,SC,False,Part-time,14
S00040,Todd Wu MD,williamschelsey@example.net,65325005879,"['IoT', 'Web Development', 'Robotics']",B.Tech ECE,"['Mumbai', 'Jaipur']","['UI/UX', 'Cybersecurity', 'Finance']",SC,True,Remote,14
S00041,Joel Martinez,debbiedavis_at_example.net,9407180661,"['Communication', 'AI/ML', 'Robotics', 'Java']",M.Tech CS,"['Mumbai', 'Kolkata']",,OBC,False,Part-time,18
S00042,Margaret Austin,kevinhernandez@example.com,6241375442,"['Communication', 'Web Development']",B.Sc IT,['Pune'],['Cybersecurity'],EWS,False,Part-time,35
S00043,Dr. Wayne Lewis II,blane@example.com,8791064245,"['AI/ML', 'Animation', 'AWS', 'IT Support', 'Finance', 'Branding', 'Data Science', 'Quantum Mechanics']",,['Bangalore'],"['AI/ML', 'Blockchain', 'Cloud Computing']",OBC,True,Full-time,47
S00044,Zachary Conway,james18@example.net,7399395233,"['UI/UX', 'C++', 'React']",M.Tech CS,['Ahmedabad'],"['Cybersecurity', 'AI/ML', 'Software']",EWS,True,Full-time,15
S00045,Kimberly Smith,scottabbott@example.com,9734668150,"['Kubernetes', 'Public Policy', 'Robotics', 'Java', 'Data Science', 'Customer Support', 'AWS']",B.Sc Maths,"['Mumbai', 'Jaipur']","['Finance', 'AI/ML']",ST,False,Part-time,43
S00046,Gloria Matthews,sarahmartinez@example.com,9662903637,"['Blockchain', 'Cybersecurity', 'Game Development', 'IoT', 'C++', 'Tableau', 'Figma']",M.Tech CS,,,OBC,False,Full-time,26
S00047,oMrgan Butler,ryanlopez@example.net,98042912689,"['IoT', 'Java', 'SQL']",M.Tech CS,"['Delhi', 'Mumbai']",,General,True,Full-time,38
S00048,Jacob Jennings,imejia@example.org,8316381015,"['Customer Support', 'IoT', 'AI/ML', 'Sound Engineering']",B.Tech ME,['Jaipur'],"['Software', 'Cybersecurity', 'IoT']",ST,True,Full-time,45
S00049,Brian Jacobs,uwaters@example.org,6731569470,"['Cybersecurity', 'UI/UX', 'Cloud Computing', 'SQL']",B.Tech ME,['Ahmedabad'],"['Cybersecurity', 'IoT']",SC,True,Remote,19
S00050,Tabitha Wells,nicolebarrett@example.com,6348977210,"['Cybersecurity', 'Kubernetes', 'Customer Support', 'Data Science', 'Java', 'C++', 'Blockchain']",,"['Chennai', 'Kolkata']",,SC,True,Internship,26
S00051,Laura Price,trevorspencer@example.com,6319939359,"['Figma', 'Cloud Computing', 'C++', 'Finance', 'Blockchain', 'Python']",B.Sc Physics,['Delhi'],,EWS,True,Part-time,42
S00052,Matthew Moore,elizabeth14@example.net,8200438456,"['SQL', 'Communication', 'C++']",MCA,['Pune'],,SC,True,Part-time,44
S00053,Cindy Blair,jefferyjuarez@example.com,9166461424,"['Communication', 'AI/ML', 'Python', 'C++']",M.Tech CS,['Chennai'],,General,True,Internship,46
S00054,Tara Peters,allenemma@example.net,8637643561,"['Communication', 'AI/ML', 'Java', 'C++']",B.Tech ME,"['Pune', 'Jaipur']",,ST,False,Remote,45
S00055,Jason Acevedo,carpentermiguel@example.com,6041191219,"['Python', 'C++', 'Kubernetes']",B.Tech ECE,"['Bangalore', 'Kolkata']","['Finance', 'Blockchain', 'Cloud Computing']",SC,False,Part-time,14
S00056,Dennis Martinez,tstrickland@example.org,870262970,"['Customer Support', 'Public Policy', 'Animation', 'Cybersecurity', 'Cloud Computing']",Btech ME,,,SC,True,Internship,21
S00057,Kiara Cortez,andrew61@example.com,8483156570,"['Kubernetes', 'SQL', 'Data Science', 'Sound Engineering', 'AI/ML', 'Public Policy', 'Animation']",B.Sc Maths,,"['AI/ML', 'Cloud Computing']",General,False,Remote,48
S00058,William Joseph,gonzalezsean@example.net,6875400581,"['C++', 'MS Office', 'Kubernetes', 'Python']",B.Tech ME,['Hyderabad'],['Data Science'],General,True,Remote,46
S00059,Alexandra Schmidt,floresamy@example.org,7930975033,"['Data Science', 'MS Office', 'Communication', 'Excel']",B.Tech ECE,,['Blockchain'],General,True,Remote,48
S00060,Brian Davi1s,thompsonbrian@example.com,9156350368,"['Excel', 'IoT', 'Python']",Btech CSE,"['Hyderabad', 'Jaipur']",['Software'],SC,False,Part-time,56
S00061,Christopher West,ginahowell@example.org,7289437148,"['Communication', 'MS Office', 'Web Development']",MCA,,['Blockchain'],General,False,Internship,59
S00062,Dr. Tamara Bryant,keith11@example.net,9833683312,"['C++', 'Python', 'Robotics', 'Excel']",B.Sc IT,"['Mumbai', 'Jaipur']","['Finance', 'Cybersecurity']",General,True,Part-time,36
S00063,Carly Willis,michael04@example.net,8597368159,"['Data Science', 'Python', 'C++', 'Java']",B.Sc IT,['Bangalore'],"['Web Development', 'AI/ML', 'Software']",SC,True,Remote,35
S00064,Trevor Meyers,paulrocha@example.net,7859193823,"['Customer Support', 'Java', 'Public Policy', 'Tableau']",,,"['AI/ML', 'Cybersecurity', 'IoT']",SC,True,Internship,49
S00065,James Reeves,corydurham@example.com,90369698829,"['IoT', 'MS Office', 'Web Development']",B.Tech ECE,"['Delhi', 'Chennai']","['Blockchain', 'Data Science', 'IoT']",SC,True,Part-time,12
S00066,Yolanda Myers,unguyen@example.net,7855871726,"['Animation', 'Public Policy', 'UI/UX', 'AWS', 'IT Support']",MCA,,"['Blockchain', 'Web Development']",OBC,False,Full-time,54
S00067,Kelly Bailey,mvaughan@example.org,8957622551,"['AI/ML', 'Sound Engineering', 'Animation', 'Java', 'IoT']",B.Tech CSE,"['Chennai', 'Hyderabad']","['Cloud Computing', 'Finance', 'Blockchain']",EWS,False,Internship,55
S00068,Cindy Mosley,gardnerdonna@example.org,6438115697,"['Animation', 'Public Policy', 'Blockchain']",B.Sc Maths,['Mumbai'],"['Cloud Computing', 'Software', 'Cybersecurity']",OBC,False,Full-time,29
S00069,Steve Walters,hwhite@example.net,8814992264,"['Data Science', 'Excel', 'Java', 'Python']",B.Tech IT,,"['Blockchain', 'AI/ML', 'Software']",EWS,True,Full-time,45
S00070,Gregory Sanchez,hectorsantos@example.org,7651441292,"['Data Science', 'Python', 'Kubernetes', 'Excel']",B.Tech ECE,['Kolkata'],,ST,False,Part-time,41
S00071,Christopher Taylor,crystalorr@example.org,7288222535,"['Data Science', 'Web Development']",MCA,['Pune'],,OBC,False,Part-time,54
S00072,Kathy Hawkins,preston88@example.net,6903946567,"['Web Development', 'AI/ML']",B.Tech ME,"['Jaipur', 'Pune']",['Blockchain'],OBC,False,Part-time,34
S00073,Jason Snyder,donaldconner@example.net,74912569549,"['AI/ML', 'Animation', 'Game Development', 'Tableau', 'Cloud Computing', 'Sound Engineering']",MCA,"['Delhi', 'Pune']",['IoT'],ST,False,Part-time,10
S00074,Jessica Richards,jeremy51@example.com,6043659646,"['Kubernetes', 'Customer Support', 'Sound Engineering', 'AWS', 'IoT', 'Cloud Computing', 'Data Science']",B.Sc Physics,,,ST,True,Remote,4
S00075,Paul Suarez,charles32@example.net,6168253025,"['IoT', 'Communication', 'Java']",B.Tech ME,,['Data Science'],OBC,False,Internship,58
S00076,Jesse Christensen,cynthia73@example.com,9672790270,"['Customer Support', 'Figma', 'Blockchain', 'AI/ML', 'IT Support', 'Finance']",B.Tech IT,['Jaipur'],,EWS,False,Full-time,6
S00077,Makayla Cox MD,turnerkenneth@example.org,9624387313,"['MS Office', 'Robotics']",B.Sc IT,,['AI/ML'],SC,True,Internship,2
S00078,Jeffrey Boyd,jwatts@example.org,8174796699,"['Branding', 'C++', 'Kubernetes', 'Quantum Mechanics']",Btech IT,,,ST,True,Full-time,29
S00079,Heather Jones,rbradley@example.com,9174427957,"['Tableau', 'Cloud Computing', 'React']",B.Tech ECE,,['Data Science'],General,False,Part-time,13
S00080,Brian Snow,sanchezstephanie@example.com,9782451734,"['Data Science', 'Python']",B.Sc Physics,['Jaipur'],"['Blockchain', 'UI/UX']",ST,True,Full-time,6
S00081,Mr. Zachary Barber,wilsonjose@example.net,7540275275,"['Robotics', 'Java', 'Branding', 'Kubernetes', 'Cloud Computing', 'Tableau']",,['Chennai'],,EWS,True,Full-time,7
S00082,Brett Harris,wadejessica@example.com,9120831780,"['UI/UX', 'Data Science', 'Python', 'Blockchain', 'Sound Engineering', 'Cybersecurity', 'Cloud Computing']",B.Sc Physics,,['Blockchain'],OBC,False,Internship,15
S00083,John Martinez,greenmark@example.com,9393908059,"['Robotics', 'SQL']",B.Tech ECE,['Bangalore'],"['Finance', 'Web Development', 'UI/UX']",OBC,False,Full-time,32
S00084,Erin Williams,rlewis@example.com,9328854562,"['SQL', 'Customer Support', 'Java', 'React', 'AI/ML']",MCA,['Kolkata'],,OBC,False,Part-time,56
S00085,Erika Craig,yvonne46@example.com,771320864,"['Game Development', 'C++', 'AI/ML', 'React', 'SQL', 'Customer Support', 'IT Support', 'Basket Weaving']",B.Tech CSE,"['Hyderabad', 'Chennai']","['Web Development', 'Cybersecurity', 'Blockchain']",OBC,True,Full-time,43
S00086,Michelle Allen,zwilliams@example.org,7711256771,"['Game Development', 'Public Policy', 'Blockchain', 'SQL']",B.Sc IT,"['Chennai', 'Jaipur']",['AI/ML'],SC,True,Internship,32
S00087,Patricia Miller,rmeza@example.com,6263239345,"['Game Development', 'C++', 'Cybersecurity', 'UI/UX', 'Robotics', 'Branding', 'Kubernetes']",B.Sc Physics,"['Chennai', 'Jaipur']","['Cybersecurity', 'IoT', 'UI/UX']",General,True,Full-time,19
S00088,Dylan Brown,andreaturner@example.com,6787385884,"['MS Office', 'Communication', 'AI/ML']",B.Tech ME,['Ahmedabad'],,EWS,True,Part-time,0
S00089,Maurice Mendoza,powersdavid@example.org,6581299297,"['Communication', 'AI/ML', 'Kubernetes', 'Excel']",B.Tech IT,['Kolkata'],['Cybersecurity'],SC,True,Internship,38
S00090,Alexander Carter,eric62@example.org,9513860697,"['IoT', 'MS Office', 'Web Development', 'Communication']",,['Ahmedabad'],,ST,True,Full-time,0
S00091,Amanda Thomas,santanachristopher@example.net,6393905892,"['Sound Engineering', 'Game Development', 'Java', 'IoT', 'AWS', 'Robotics', 'Quantum Mechanics']",B.Sc Maths,,,SC,True,Remote,19
S00092,Collin Mcdonald,wfowler@example.org,8499169884,"['Data Science', 'Web Development', 'AI/ML', 'Java']",B.Tech IT,,"['Web Development', 'IoT']",OBC,False,Internship,1
S00093,Derrick Mooney,james99@example.net,7357327200,"['MS Office', 'AI/ML', 'Java', 'Excel']",B.Tech ECE,"['Bangalore', 'Delhi']",['Data Science'],OBC,True,Full-time,17
S00094,Eric Mcdaniel,robert97@example.net,6643360821,"['SQL', 'Java']",,"['Mumbai', 'Pune']",['UI/UX'],ST,False,Internship,17
S00095,Alan Davis,eric59@example.org,8494941519,"['Cybersecurity', 'Sound Engineering', 'C++', 'Branding', 'Python', 'Game Development']",B.Sc IT,"['Chennai', 'Mumbai']",['Data Science'],OBC,False,Internship,56
S00096,Benjamin Wilson,roger68@example.com,8253855975,"['Python', 'MS Office', 'C++', 'Data Science', 'Java']",B.Tech CSE,['Mumbai'],"['Web Development', 'Cloud Computing']",General,False,Remote,5
S00097,Kim Shaffer,vincenthamilton@example.org,8562577455,"['Branding', 'Python', 'Data Science', 'Animation', 'Tableau', 'Kubernetes', 'Origami']",B.Sc Maths,"['Mumbai', 'Chennai']",,EWS,True,Remote,55
S00098,Jacqueline Davis,susangarza@example.org,9075789239,"['IoT', 'SQL']",B.Sc IT,,"['Blockchain', 'Software', 'AI/ML']",SC,True,Internship,58
S00099,Robert Wall,jacquelinepotter@example.net,7631590520,"['SQL', 'MS Office', 'Java', 'Python']",MCA,,"['IoT', 'Blockchain']",General,False,Internship,42
S00100,Russell Hobbs,xrice@example.net,6360854849,"['C++', 'MS Office', 'Cloud Computing', 'Excel']",B.Tech IT,"['Jaipur', 'Mumbai']",,EWS,False,Internship,54
S00101,Lauren Carlson,diazjuan@example.net,6780415470,"['AI/ML', 'Branding', 'AWS', 'Tableau', 'Game Development', 'Animation', 'Customer Support']",B.Tech ECE,"['Mumbai', 'Delhi']",,General,True,Remote,8
S00102,Jimmy Nelson,middletondavid@example.org,8287864495,"['Blockchain', 'Branding', 'Animation', 'Python', 'AWS', 'Finance', 'Java']",B.Tech IT,"['Hyderabad', 'Mumbai']",['Blockchain'],General,True,Internship,18
S00103,Ryan Nash,smithphillip@example.org,8495314875,"['Finance', 'Robotics', 'Game Development', 'Python', 'Java', 'Blockchain']",,"['Pune', 'Kolkata']",['AI/ML'],ST,True,Internship,1
S00104,Timothy Thomas,ohart@example.com,6405981380,"['AI/ML', 'Python', 'Kubernetes']",M.Tech CS,['Jaipur'],,OBC,True,Part-time,33
S00105,Gregory Turner,daviskeith@example.com,6242313151,"['Kubernetes', 'Animation', 'Branding', 'Finance', 'Game Development', 'AWS', 'IT Support']",M.Tech CS,"['Bangalore', 'Pune']",['IoT'],ST,True,Part-time,36
S00106,Steven Dillon III,lchen@example.net,6542280417,"['MS Office', 'Java', 'Kubernetes', 'Excel']",B.Tech ECE,['Mumbai'],,ST,False,Full-time,12
S00107,Sabrina Rivera,sarah12@example.net,7916503107,"['Data Science', 'SQL']",B.Tech CSE,['Pune'],"['Data Science', 'Finance']",SC,True,Remote,2
S00108,Shane Rice,gutierrezdouglas@example.net,9895994466,"['Branding', 'C++', 'Customer Support', 'Sound Engineering']",M.Tech CS,"['Delhi', 'Bangalore']","['Cloud Computing', 'UI/UX']",OBC,True,Full-time,24
S00109,William Butler,david59@example.org,8547466690,"['SQL', 'AI/ML', 'Figma', 'Game Development', 'Branding', 'Blockchain', 'Cloud Computing', 'Origami']",B.Tech CSE,['Jaipur'],['Software'],EWS,False,Full-time,40
S00110,William Mcdowell,crawfordwilliam@example.org,6257583023,"['IoT', 'Communication', 'Kubernetes', 'C++']",M.Tech CS,"['Hyderabad', 'Chennai']","['Web Development', 'IoT', 'Finance']",SC,False,Full-time,60
S00111,Nicole Mccoy,djohnson@example.org,9814373741,"['Cloud Computing', 'Robotics', 'Python']",M.Tech CS,['Chennai'],,General,False,Full-time,52
S00112,Jennifer Stone,ywillis@example.com,6492843975,"['C++', 'Tableau', 'Game Development', 'Finance', 'Figma', 'Quantum Mechanics']",B.Tech IT,,,General,True,Part-time,32
S00113,Andrew Davis,christopher06@example.org,9547246416,"['IoT', 'React', 'C++', 'UI/UX', 'Cloud Computing']",B.Tech ECE,['Kolkata'],"['Blockchain', 'Finance']",General,True,Remote,25
S00114,Meghan Harris,haguilar@example.org,860402105,"['Java', 'Finance', 'Branding']",B.Tech ME,['Mumbai'],,General,True,Full-time,19
S00115,Paula Kaufman,rosalesdawn@example.net,8904771080,"['Kubernetes', 'Data Science', 'SQL', 'Branding', 'Finance', 'Public Policy', 'Game Development']",B.Tech ECE,['Mumbai'],,General,False,Full-time,32
S00116,Steven Frazier,karisalinas@example.net,6642328370,"['AWS', 'Tableau', 'Cloud Computing', 'Branding', 'Robotics', 'Finance', 'Blockchain']",Btech CSE,['Kolkata'],"['IoT', 'Software']",General,False,Remote,57
S00117,Jill Brock,nicholas81@example.com,9451921564,"['Figma', 'UI/UX', 'Robotics']",M.Tech CS,"['Ahmedabad', 'Delhi']","['Cloud Computing', 'UI/UX']",ST,False,Full-time,31
S00118,Nicole Black ,kellymurray@example.org,7517132277,"['Java', 'SQL']",B.Sc Maths,,,General,False,Remote,4
S00119,Jennifer Sullivan,kemppamela@example.org,9950432267,"['AI/ML', 'IoT', 'Cloud Computing', 'Web Development']",,"['Jaipur', 'Kolkata']","['AI/ML', 'Cloud Computing', 'Web Development']",General,True,Full-time,28
S00120,Melissa Gibbs ,michaelwatson@example.org,9406750222,"['C++', 'Communication', 'Web Development', 'Java']",B.Sc Maths,"['Jaipur', 'Bangalore']",,SC,False,Part-time,35
S00121,Brooke Lara,terrifrench@example.org,9925069815,"['Data Science', 'MS Office', 'C++']",,['Pune'],"['IoT', 'Web Development', 'Data Science']",OBC,False,Part-time,55
S00122,Melissa Smith,carrbrandi@example.net,7694767437,"['Robotics', 'AWS', 'React', 'UI/UX']",B.Tech ME,['Jaipur'],"['Cloud Computing', 'AI/ML']",OBC,False,Full-time,18
S00123,Stephanie Hlil,bchavez@example.org,9162020855,"['Cloud Computing', 'Robotics', 'Kubernetes']",MCA,"['Mumbai', 'Bangalore']",,SC,False,Remote,54
S00124,Gary Green,melissa66@example.org,8864477650,"['Robotics', 'SQL']",B.Sc Maths,['Mumbai'],"['Finance', 'IoT']",General,False,Remote,46
S00125,Joseph Lee,matthewscaleb@example.org,7755394471,"['Game Development', 'IoT', 'Blockchain', 'Figma', 'React', 'Cloud Computing', 'AWS']",B.Sc Physics,['Jaipur'],,EWS,True,Part-time,35
S00126,Christopher Medina!,danielbridges@example.net,7441678038,"['IoT', 'IT Support', 'Cloud Computing', 'Customer Support', 'Public Policy', 'AWS']",,,"['Cloud Computing', 'Software', 'AI/ML']",ST,True,Part-time,44
S00127,Rickey Jones,samantha36@example.net,8470127276,"['C++', 'Web Development', 'Excel']",B.Tech CSE,['Hyderabad'],['Web Development'],EWS,False,Internship,7
S00128,Roger Fowler,spencer92@example.org,6978472195,"['IoT', 'Kubernetes', 'Sound Engineering', 'IT Support', 'AI/ML', 'Data Science', 'C++', 'Basket Weaving']",B.Sc IT,"['Jaipur', 'Pune']","['Finance', 'UI/UX', 'Data Science']",SC,True,Part-time,46
S00129,Margaret Morton!,russell04@example.com,9600238420,"['Web Development', 'Kubernetes', 'Python']",,,,SC,True,Remote,23
S00130,Jennifer Khan,frankquinn@example.com,7231168170,"['Web Development', 'Robotics', 'C++']",B.Tech CSE,,"['Web Development', 'Blockchain', 'Finance']",ST,True,Remote,4
S00131,Scott Vaughan1,nelsonsharon@example.net,8127483218,"['UI/UX', 'Animation', 'Figma']",MCA,['Kolkata'],"['Web Development', 'Finance']",ST,True,Internship,54
S00132,Mark Zimmerman,robertsexton@example.net,6393309562,"['Cybersecurity', 'IT Support', 'C++', 'Python', 'Customer Support', 'Finance', 'Animation', 'Quantum Mechanics']",B.Tech IT,['Bangalore'],,SC,False,Internship,24
S00133,Peter Adams,jordanelizabeth@example.org,9353373400,"['Kubernetes', 'IoT', 'Sound Engineering']",B.Sc IT,"['Jaipur', 'Hyderabad']",,ST,True,Part-time,23
S00134,Brian Young,garcianicole@example.com,6334847809,"['C++', 'Cloud Computing', 'Animation', 'AWS']",B.Tech ECE,['Delhi'],,SC,False,Internship,24
S00135,Megan Cox,jrichardson@example.com,6242388855,"['Data Science', 'Communication', 'AI/ML', 'Excel']",B.Tech ECE,,"['Finance', 'Blockchain', 'AI/ML']",SC,False,Full-time,47
S00136,Sophia Turner,dennis09@example.com,6078374877,"['Sound Engineering', 'AI/ML', 'Kubernetes', 'AWS', 'Animation']",B.Tech CSE,"['Bangalore', 'Delhi']","['UI/UX', 'Finance', 'IoT']",EWS,False,Remote,4
S00137,Jeffrey Cobb,kelly91@example.org,9401391146,"['Kubernetes', 'Python', 'Branding', 'Game Development', 'Figma', 'AI/ML']",,"['Chennai', 'Jaipur']","['Software', 'Cloud Computing']",OBC,True,Part-time,7
S00138,Justin Pittman,amanda72@example.com,6768655808,"['Python', 'Java', 'IT Support', 'Public Policy']",B.Sc Physics,"['Kolkata', 'Bangalore']",,EWS,True,Remote,12
S00139,Christina Martin,samantha37@example.net,8569603568,"['Tableau', 'AI/ML', 'Cloud Computing']",,,"['Cloud Computing', 'UI/UX', 'IoT']",OBC,True,Part-time,27
S00140,Brendan Yoder,hamptonkelly@example.org,962279947,"['Data Science', 'Excel', 'Kubernetes', 'Python']",,,,EWS,True,Full-time,15
S00141,Mrs. Yvette Robertson,ashley64@example.net,7417866854,"['C++', 'Animation', 'Sound Engineering', 'React', 'Finance', 'Blockchain', 'Cloud Computing']",B.Tech IT,['Mumbai'],"['Blockchain', 'Software', 'Finance']",General,True,Internship,32
S00142,Monique Daugherty,shawnsolis@example.com,7394629390,"['Excel', 'Communication', 'Kubernetes', 'SQL']",M.Tech CS,['Ahmedabad'],,ST,True,Part-time,41
S00143,Kim Harris,martinezryan@example.org,9889707994,"['SQL', 'Web Development', 'Java', 'Python']",B.Sc Physics,"['Chennai', 'Ahmedabad']",,OBC,True,Part-time,13
S00144,Leonard Oliver,cooperpeggy@example.net,9671568110,"['React', 'Cybersecurity', 'IoT', 'AWS', 'Kubernetes']",,"['Hyderabad', 'Pune']",['Data Science'],OBC,True,Remote,6
S00145,Richard Beck,pmoore@example.net,7521092097,"['MS Office', 'Robotics']",,,,SC,False,Remote,9
