Student_ID,Name,Email,Phone,Skills,Qualification,Location_Preferences,Sector_Interests,Social_Category,Past_Internship_Participation,Preferred_Job_Type,Experience
S00017,Jessic aSmith,kimberlyjohnson@example.com,7884856968,"['Java', 'Communication', 'SQL', 'Data Science']",M.Tech CS,"['Kolkata', 'Hyderabad']",,General,False,Part-time,22
S00018,Michael Harris,richardgross@example.com,9666515119,"['Java', 'Communication', 'Python', 'Web Development', 'C++']",,"['Hyderabad', 'Kolkata']","['Web Development', 'Blockchain', 'IoT']",OBC,True,Internship,23
S00019,Michael Robinson,robin07@example.net,7322044097,"['Excel', 'SQL']",B.Sc IT,"['Delhi', 'Bangalore']",,OBC,False,Part-time,51
S00020,Jonathon Hill,turnersharon@example.com,8762873373,"['Web Development', 'Cloud Computing', 'SQL']",MCA,['Delhi'],,SC,False,Remote,19
S00021,Matthew Foster,jessicakeith@example.com,6257457309,"['Excel', 'Python', 'Data Science']",MCA,"['Jaipur', 'Bangalore']",['UI/UX'],SC,True,Internship,17
S00022,Kelsey Reid,johnwatson@example.org,8870175813,"['Web Development', 'Communication', 'Python', 'Data Science']",B.Tech CSE,['Hyderabad'],,General,False,Part-time,13
S00023,Jason Barrera,emills@example.net,8148299560,"['Cloud Computing', 'IoT', 'Data Science', 'Communication']",B.Sc Maths,['Hyderabad'],"['Finance', 'Cloud Computing', 'Cybersecurity']",SC,False,Internship,52
S00024,Perry nEglish,burkejamie@example.com,8080723679,"['Communication', 'C++', 'MS Office', 'IoT']",,,,General,False,Internship,22
S00025,Billy Sanchez,joseph12_at_example.org,8319890726,"['Web Development', 'C++', 'SQL', 'MS Office']",,,,OBC,True,Full-time,10
S00026,Sarah Roberts,chasesimpson@example.org,9406438268,"['Excel', 'C++', 'Java', 'SQL']",B.Tech IT,"['Ahmedabad', 'Banglore']",,OBC,True,Remote,43
S00027,Caitlin Martin,gregory29@example.org,6927300468,"['Excel', 'Web Development', 'SQL', 'Data Science']",B.Tech CSE,"['Delhi', 'Hyderabad']",,EWS,False,Remote,5
S00028,Sandy Shea,rachelwhitney@example.com,6641762699,"['Excel', 'Cloud Computing']",,,,OBC,False,Internship,1
S00029,Kenneth Ortega,carternatalie_at_example.org,6265926035,"['C++', 'Web Development', 'IoT']",,"['Jaipur', 'Mumbai']","['AI/ML', 'Software', 'Blockchain']",SC,False,Internship,14
S00030,Ms. Angela Reynolds,karen18@example.net,9844772925,"['Communication', 'C++']",B.Tech IT,['Mumbai'],,EWS,True,Full-time,37
S00031,Paula Harrison,bergcraig@example.net,6385091474,"['Excel', 'Robotics', 'SQL', 'Data Science']",B.Tech CSE,"['Kolkata', 'Jaipur']",,OBC,True,Internship,40
S00032,Connie Larson,iwilson@example.net,6684198112,"['Java', 'Excel', 'Python', 'Communication', 'C++']",M.Tech CS,['Delhi'],,OBC,False,Remote,11
S00033,Robert Martinez,krista74@example.org,9204317727,"['Excel', 'Python', 'SQL']",MCA,['Chennai'],['Cloud Computing'],EWS,True,Internship,11
S00034,Alex Wise,brownsheryl@example.com,641172545,"['C++', 'SQL', 'Data Science', 'Web Development', 'IoT']",MCA,['Jaipur'],,SC,True,Internship,36
S00035,Courtney Holt,williamjohnson@example.org,7294530870,"['Excel', 'Kubernetes', 'C++', 'IoT']",,"['Delhi', 'Hyderabad']",['Web Development'],OBC,False,Remote,42
S00036,Philip Murray,samuel62@example.org,8799209981,"['Excel', 'Web Development', 'Cloud Computing']",Btech ECE,"['Jaipur', 'Pune']",['Data Science'],OBC,True,Internship,3
S00037,Ryan White,douglas10@example.net,8941754893,"['Java', 'AI/ML', 'Data Science']",,,,SC,True,Internship,56
S00038,Shane Alvarado,jonathan07@example.com,9954431557,"['Web Development', 'Communication', 'C++']",,['Jaipur'],,ST,False,Internship,22
S00039,Gregory Jones,debrapierce@example.net,718756738,"['Web Development', 'Communication', 'SQL']",B.Tech CSE,['Kolkata'],,SC,False,Remote,14
S00040,Todd Wu MD,williamschelsey@example.net,65325005879,"['Java', 'Cloud Computing', 'Communication', 'SQL']",B.Tech ECE,"['Mumbai', 'Jaipur']","['UI/UX', 'Cybersecurity', 'Finance']",SC,True,Internship,14
S00041,Joel Martinez,debbiedavis_at_example.net,9407180661,"['MS Office', 'Robotics', 'AI/ML', 'SQL']",M.Tech CS,"['Mumbai', 'Kolkata']",,OBC,False,Internship,18
S00042,Margaret Austin,kevinhernandez@example.com,6241375442,"['Java', 'Web Development', 'SQL', 'MS Office']",B.Sc IT,['Pune'],['Cybersecurity'],EWS,False,Remote,35
S00043,Dr. Wayne Lewis II,blane@example.com,8791064245,"['Robotics', 'Communication', 'C++', 'SQL']",,['Bangalore'],"['AI/ML', 'Blockchain', 'Cloud Computing']",OBC,True,Remote,47
S00044,Zachary Conway,james18@example.net,7399395233,"['Java', 'Kubernetes', 'SQL']",M.Tech CS,['Ahmedabad'],"['Cybersecurity', 'AI/ML', 'Software']",EWS,True,Internship,15
S00045,Kimberly Smith,scottabbott@example.com,9734668150,"['Data Science', 'MS Office', 'Web Development', 'C++', 'IoT']",B.Sc Maths,"['Mumbai', 'Jaipur']","['Finance', 'AI/ML']",ST,False,Internship,43
S00046,Gloria Matthews,sarahmartinez@example.com,9662903637,"['Web Development', 'Data Science']",M.Tech CS,,,OBC,False,Remote,26
S00047,oMrgan Butler,ryanlopez@example.net,98042912689,"['MS Office', 'Data Science']",M.Tech CS,"['Delhi', 'Mumbai']",,General,True,Full-time,38
S00048,Jacob Jennings,imejia@example.org,8316381015,"['Web Development', 'C++', 'Python']",B.Tech ME,['Jaipur'],"['Software', 'Cybersecurity', 'IoT']",ST,True,Part-time,45
S00049,Brian Jacobs,uwaters@example.org,6731569470,"['Communication', 'C++', 'SQL']",B.Tech ME,['Ahmedabad'],"['Cybersecurity', 'IoT']",SC,True,Internship,19
S00050,Tabitha Wells,nicolebarrett@example.com,6348977210,"['Kubernetes', 'MS Office', 'Data Science']",,"['Chennai', 'Kolkata']",,SC,True,Internship,26
S00051,Laura Price,trevorspencer@example.com,6319939359,"['Excel', 'IoT', 'Data Science']",B.Sc Physics,['Delhi'],,EWS,True,Internship,42
S00052,Matthew Moore,elizabeth14@example.net,8200438456,"['Java', 'Communication', 'AI/ML', 'MS Office']",MCA,['Pune'],,SC,True,Internship,44
S00053,Cindy Blair,jefferyjuarez@example.com,9166461424,"['Web Development', 'Python', 'SQL']",M.Tech CS,['Chennai'],,General,True,Remote,46
S00054,Tara Peters,allenemma@example.net,8637643561,"['Web Development', 'C++', 'SQL']",B.Tech ME,"['Pune', 'Jaipur']",,ST,False,Internship,45
S00055,Jason Acevedo,carpentermiguel@example.com,6041191219,"['Kubernetes', 'Robotics', 'C++', 'MS Office']",B.Tech ECE,"['Bangalore', 'Kolkata']","['Finance', 'Blockchain', 'Cloud Computing']",SC,False,Internship,14
S00056,Dennis Martinez,tstrickland@example.org,870262970,"['Web Development', 'C++', 'Python']",Btech ME,,,SC,True,Internship,21
S00057,Kiara Cortez,andrew61@example.com,8483156570,"['Java', 'Web Development', 'MS Office']",B.Sc Maths,,"['AI/ML', 'Cloud Computing']",General,False,Internship,48
S00058,William Joseph,gonzalezsean@example.net,6875400581,"['Robotics', 'Communication', 'AI/ML']",B.Tech ME,['Hyderabad'],['Data Science'],General,True,Part-time,46
S00059,Alexandra Schmidt,floresamy@example.org,7930975033,"['Excel', 'Robotics', 'SQL']",B.Tech ECE,,['Blockchain'],General,True,Internship,48
S00060,Brian Davi1s,thompsonbrian@example.com,9156350368,"['Communication', 'AI/ML', 'SQL', 'IoT']",Btech CSE,"['Hyderabad', 'Jaipur']",['Software'],SC,False,Remote,56
S00061,Christopher West,ginahowell@example.org,7289437148,"['Robotics', 'Communication', 'MS Office']",MCA,,['Blockchain'],General,False,Internship,59
S00062,Dr. Tamara Bryant,keith11@example.net,9833683312,"['Java', 'Kubernetes', 'Data Science', 'MS Office', 'C++']",B.Sc IT,"['Mumbai', 'Jaipur']","['Finance', 'Cybersecurity']",General,True,Remote,36
S00063,Carly Willis,michael04@example.net,8597368159,"['Web Development', 'Python', 'Data Science']",B.Sc IT,['Bangalore'],"['Web Development', 'AI/ML', 'Software']",SC,True,Part-time,35
S00064,Trevor Meyers,paulrocha@example.net,7859193823,"['Excel', 'SQL', 'MS Office']",,,"['AI/ML', 'Cybersecurity', 'IoT']",SC,True,Full-time,49
S00065,James Reeves,corydurham@example.com,90369698829,"['Excel', 'Data Science', 'MS Office', 'Communication', 'C++']",B.Tech ECE,"['Delhi', 'Chennai']","['Blockchain', 'Data Science', 'IoT']",SC,True,Part-time,12
S00066,Yolanda Myers,unguyen@example.net,7855871726,"['C++', 'Python', 'MS Office', 'IoT']",MCA,,"['Blockchain', 'Web Development']",OBC,False,Remote,54
S00067,Kelly Bailey,mvaughan@example.org,8957622551,"['Excel', 'C++']",B.Tech CSE,"['Chennai', 'Hyderabad']","['Cloud Computing', 'Finance', 'Blockchain']",EWS,False,Full-time,55
S00068,Cindy Mosley,gardnerdonna@example.org,6438115697,"['Web Development', 'Python', 'SQL']",B.Sc Maths,['Mumbai'],"['Cloud Computing', 'Software', 'Cybersecurity']",OBC,False,Internship,29
S00069,Steve Walters,hwhite@example.net,8814992264,"['Excel', 'Communication', 'IoT', 'Python']",B.Tech IT,,"['Blockchain', 'AI/ML', 'Software']",EWS,True,Remote,45
S00070,Gregory Sanchez,hectorsantos@example.org,7651441292,"['SQL', 'MS Office', 'Data Science']",B.Tech ECE,['Kolkata'],,ST,False,Full-time,41
S00071,Christopher Taylor,crystalorr@example.org,7288222535,"['Excel', 'Web Development', 'SQL', 'Data Science']",MCA,['Pune'],,OBC,False,Remote,54
S00072,Kathy Hawkins,preston88@example.net,6903946567,"['Java', 'C++', 'Excel']",B.Tech ME,"['Jaipur', 'Pune']",['Blockchain'],OBC,False,Part-time,34
S00073,Jason Snyder,donaldconner@example.net,74912569549,"['Java', 'IoT']",MCA,"['Delhi', 'Pune']",['IoT'],ST,False,Remote,10
S00074,Jessica Richards,jeremy51@example.com,6043659646,"['C++', 'Python']",B.Sc Physics,,,ST,True,Internship,4
S00075,Paul Suarez,charles32@example.net,6168253025,"['Robotics', 'Python', 'Data Science']",B.Tech ME,,['Data Science'],OBC,False,Part-time,58
S00076,Jesse Christensen,cynthia73@example.com,9672790270,"['Web Development', 'Python']",B.Tech IT,['Jaipur'],,EWS,False,Full-time,6
S00077,Makayla Cox MD,turnerkenneth@example.org,9624387313,"['Kubernetes', 'Communication', 'C++', 'Web Development']",B.Sc IT,,['AI/ML'],SC,True,Internship,2
S00078,Jeffrey Boyd,jwatts@example.org,8174796699,"['Excel', 'Kubernetes', 'Python', 'Data Science', 'IoT']",Btech IT,,,ST,True,Internship,29
S00079,Heather Jones,rbradley@example.com,9174427957,"['C++', 'Communication', 'IoT']",B.Tech ECE,,['Data Science'],General,False,Full-time,13
S00080,Brian Snow,sanchezstephanie@example.com,9782451734,"['Kubernetes', 'Communication', 'SQL']",B.Sc Physics,['Jaipur'],"['Blockchain', 'UI/UX']",ST,True,Internship,6
S00081,Mr. Zachary Barber,wilsonjose@example.net,7540275275,"['Web Development', 'AI/ML', 'MS Office', 'Data Science']",,['Chennai'],,EWS,True,Internship,7
S00082,Brett Harris,wadejessica@example.com,9120831780,"['AI/ML', 'Python', 'Data Science', 'MS Office', 'Web Development']",B.Sc Physics,,['Blockchain'],OBC,False,Internship,15
S00083,John Martinez,greenmark@example.com,9393908059,"['Kubernetes', 'Communication', 'SQL', 'Data Science']",B.Tech ECE,['Bangalore'],"['Finance', 'Web Development', 'UI/UX']",OBC,False,Part-time,32
S00084,Erin Williams,rlewis@example.com,9328854562,"['Robotics', 'Cloud Computing', 'Web Development']",MCA,['Kolkata'],,OBC,False,Internship,56
S00085,Erika Craig,yvonne46@example.com,771320864,"['Excel', 'Java', 'SQL', 'MS Office']",B.Tech CSE,"['Hyderabad', 'Chennai']","['Web Development', 'Cybersecurity', 'Blockchain']",OBC,True,Part-time,43
S00086,Michelle Allen,zwilliams@example.org,7711256771,"['Communication', 'MS Office']",B.Sc IT,"['Chennai', 'Jaipur']",['AI/ML'],SC,True,Internship,32
S00087,Patricia Miller,rmeza@example.com,6263239345,"['Java', 'Web Development']",B.Sc Physics,"['Chennai', 'Jaipur']","['Cybersecurity', 'IoT', 'UI/UX']",General,True,Full-time,19
S00088,Dylan Brown,andreaturner@example.com,6787385884,"['Cloud Computing', 'Web Development', 'C++']",B.Tech ME,['Ahmedabad'],,EWS,True,Part-time,0
S00089,Maurice Mendoza,powersdavid@example.org,6581299297,"['MS Office', 'Cloud Computing', 'SQL', 'Data Science']",B.Tech IT,['Kolkata'],['Cybersecurity'],SC,True,Internship,38
S00090,Alexander Carter,eric62@example.org,9513860697,"['AI/ML', 'Robotics', 'C++', 'Python']",,['Ahmedabad'],,ST,True,Part-time,0
S00091,Amanda Thomas,santanachristopher@example.net,6393905892,"['Java', 'Cloud Computing', 'Web Development', 'Excel']",B.Sc Maths,,,SC,True,Internship,19
S00092,Collin Mcdonald,wfowler@example.org,8499169884,"['Communication', 'Data Science']",B.Tech IT,,"['Web Development', 'IoT']",OBC,False,Internship,1
S00093,Derrick Mooney,james99@example.net,7357327200,"['Kubernetes', 'Communication', 'MS Office']",B.Tech ECE,"['Bangalore', 'Delhi']",['Data Science'],OBC,True,Internship,17
S00094,Eric Mcdaniel,robert97@example.net,6643360821,"['Java', 'SQL', 'MS Office']",,"['Mumbai', 'Pune']",['UI/UX'],ST,False,Remote,17
S00095,Alan Davis,eric59@example.org,8494941519,"['Web Development', 'MS Office', 'Communication']",B.Sc IT,"['Chennai', 'Mumbai']",['Data Science'],OBC,False,Part-time,56
S00096,Benjamin Wilson,roger68@example.com,8253855975,"['Java', 'C++', 'SQL', 'Data Science', 'IoT']",B.Tech CSE,['Mumbai'],"['Web Development', 'Cloud Computing']",General,False,Internship,5
S00097,Kim Shaffer,vincenthamilton@example.org,8562577455,"['Java', 'Cloud Computing', 'MS Office']",B.Sc Maths,"['Mumbai', 'Chennai']",,EWS,True,Internship,55
S00098,Jacqueline Davis,susangarza@example.org,9075789239,"['IoT', 'Web Development', 'AI/ML', 'Data Science']",B.Sc IT,,"['Blockchain', 'Software', 'AI/ML']",SC,True,Remote,58
S00099,Robert Wall,jacquelinepotter@example.net,7631590520,"['Robotics', 'Communication', 'MS Office', 'Cloud Computing', 'IoT']",MCA,,"['IoT', 'Blockchain']",General,False,Internship,42
S00100,Russell Hobbs,xrice@example.net,6360854849,"['Communication', 'IoT', 'Python']",B.Tech IT,"['Jaipur', 'Mumbai']",,EWS,False,Internship,54
S00101,Lauren Carlson,diazjuan@example.net,6780415470,"['IoT', 'MS Office', 'Data Science']",B.Tech ECE,"['Mumbai', 'Delhi']",,General,True,Remote,8
S00102,Jimmy Nelson,middletondavid@example.org,8287864495,"['Web Development', 'Python']",B.Tech IT,"['Hyderabad', 'Mumbai']",['Blockchain'],General,True,Part-time,18
S00103,Ryan Nash,smithphillip@example.org,8495314875,"['Robotics', 'Communication', 'SQL', 'Kubernetes']",,"['Pune', 'Kolkata']",['AI/ML'],ST,True,Internship,1
S00104,Timothy Thomas,ohart@example.com,6405981380,"['Java', 'Cloud Computing', 'Python', 'SQL']",M.Tech CS,['Jaipur'],,OBC,True,Internship,33
S00105,Gregory Turner,daviskeith@example.com,6242313151,"['Java', 'Web Development', 'IoT', 'Python']",M.Tech CS,"['Bangalore', 'Pune']",['IoT'],ST,True,Internship,36
S00106,Steven Dillon III,lchen@example.net,6542280417,"['Excel', 'Web Development', 'C++', 'SQL']",B.Tech ECE,['Mumbai'],,ST,False,Part-time,12
S00107,Sabrina Rivera,sarah12@example.net,7916503107,"['Java', 'C++', 'Data Science']",B.Tech CSE,['Pune'],"['Data Science', 'Finance']",SC,True,Part-time,2
S00108,Shane Rice,gutierrezdouglas@example.net,9895994466,"['Kubernetes', 'C++', 'SQL', 'MS Office']",M.Tech CS,"['Delhi', 'Bangalore']","['Cloud Computing', 'UI/UX']",OBC,True,Internship,24
S00109,William Butler,david59@example.org,8547466690,"['Web Development', 'IoT', 'MS Office']",B.Tech CSE,['Jaipur'],['Software'],EWS,False,Internship,40
S00110,William Mcdowell,crawfordwilliam@example.org,6257583023,"['Java', 'AI/ML', 'Web Development', 'MS Office', 'Cloud Computing']",M.Tech CS,"['Hyderabad', 'Chennai']","['Web Development', 'IoT', 'Finance']",SC,False,Internship,60
S00111,Nicole Mccoy,djohnson@example.org,9814373741,"['Web Development', 'C++', 'Python', 'Data Science']",M.Tech CS,['Chennai'],,General,False,Remote,52
S00112,Jennifer Stone,ywillis@example.com,6492843975,"['Java', 'Web Development', 'Communication', 'Excel']",B.Tech IT,,,General,True,Remote,32
S00113,Andrew Davis,christopher06@example.org,9547246416,"['Robotics', 'C++', 'Data Science']",B.Tech ECE,['Kolkata'],"['Blockchain', 'Finance']",General,True,Internship,25
S00114,Meghan Harris,haguilar@example.org,860402105,"['Java', 'Web Development']",B.Tech ME,['Mumbai'],,General,True,Internship,19
S00115,Paula Kaufman,rosalesdawn@example.net,8904771080,"['Communication', 'Web Development', 'IoT', 'Data Science']",B.Tech ECE,['Mumbai'],,General,False,Full-time,32
S00116,Steven Frazier,karisalinas@example.net,6642328370,"['Excel', 'C++', 'IoT']",Btech CSE,['Kolkata'],"['IoT', 'Software']",General,False,Internship,57
S00117,Jill Brock,nicholas81@example.com,9451921564,"['Excel', 'Web Development', 'Data Science']",M.Tech CS,"['Ahmedabad', 'Delhi']","['Cloud Computing', 'UI/UX']",ST,False,Internship,31
S00118,Nicole Black ,kellymurray@example.org,7517132277,"['Java', 'Excel', 'AI/ML', 'SQL']",B.Sc Maths,,,General,False,Internship,4
S00119,Jennifer Sullivan,kemppamela@example.org,9950432267,"['Web Development', 'SQL']",,"['Jaipur', 'Kolkata']","['AI/ML', 'Cloud Computing', 'Web Development']",General,True,Remote,28
S00120,Melissa Gibbs ,michaelwatson@example.org,9406750222,"['Java', 'C++', 'Data Science']",B.Sc Maths,"['Jaipur', 'Bangalore']",,SC,False,Internship,35
S00121,Brooke Lara,terrifrench@example.org,9925069815,"['Java', 'Web Development', 'Python']",,['Pune'],"['IoT', 'Web Development', 'Data Science']",OBC,False,Remote,55
S00122,Melissa Smith,carrbrandi@example.net,7694767437,"['MS Office', 'Data Science']",B.Tech ME,['Jaipur'],"['Cloud Computing', 'AI/ML']",OBC,False,Internship,18
S00123,Stephanie Hlil,bchavez@example.org,9162020855,"['Web Development', 'MS Office']",MCA,"['Mumbai', 'Bangalore']",,SC,False,Internship,54
S00124,Gary Green,melissa66@example.org,8864477650,"['Web Development', 'AI/ML', 'MS Office']",B.Sc Maths,['Mumbai'],"['Finance', 'IoT']",General,False,Internship,46
S00125,Joseph Lee,matthewscaleb@example.org,7755394471,"['Java', 'Python', 'Data Science', 'MS Office', 'Web Development']",B.Sc Physics,['Jaipur'],,EWS,True,Remote,35
S00126,Christopher Medina!,danielbridges@example.net,7441678038,"['Web Development', 'C++']",,,"['Cloud Computing', 'Software', 'AI/ML']",ST,True,Internship,44
S00127,Rickey Jones,samantha36@example.net,8470127276,"['Communication', 'Python', 'SQL', 'Web Development', 'IoT']",B.Tech CSE,['Hyderabad'],['Web Development'],EWS,False,Remote,7
S00128,Roger Fowler,spencer92@example.org,6978472195,"['Java', 'Cloud Computing', 'Communication', 'MS Office']",B.Sc IT,"['Jaipur', 'Pune']","['Finance', 'UI/UX', 'Data Science']",SC,True,Internship,46
S00129,Margaret Morton!,russell04@example.com,9600238420,"['Robotics', 'Python', 'MS Office']",,,,SC,True,Internship,23
S00130,Jennifer Khan,frankquinn@example.com,7231168170,"['Robotics', 'AI/ML', 'SQL', 'Data Science']",B.Tech CSE,,"['Web Development', 'Blockchain', 'Finance']",ST,True,Remote,4
S00131,Scott Vaughan1,nelsonsharon@example.net,8127483218,"['Excel', 'Web Development', 'SQL', 'Data Science']",MCA,['Kolkata'],"['Web Development', 'Finance']",ST,True,Remote,54
S00132,Mark Zimmerman,robertsexton@example.net,6393309562,"['Java', 'AI/ML', 'SQL']",B.Tech IT,['Bangalore'],,SC,False,Remote,24
S00133,Peter Adams,jordanelizabeth@example.org,9353373400,"['Kubernetes', 'Web Development', 'SQL', 'Data Science']",B.Sc IT,"['Jaipur', 'Hyderabad']",,ST,True,Full-time,23
S00134,Brian Young,garcianicole@example.com,6334847809,"['Kubernetes', 'Communication', 'MS Office']",B.Tech ECE,['Delhi'],,SC,False,Internship,24
S00135,Megan Cox,jrichardson@example.com,6242388855,"['Web Development', 'Communication', 'Data Science']",B.Tech ECE,,"['Finance', 'Blockchain', 'AI/ML']",SC,False,Internship,47
S00136,Sophia Turner,dennis09@example.com,6078374877,"['Python', 'Data Science', 'MS Office', 'C++', 'IoT']",B.Tech CSE,"['Bangalore', 'Delhi']","['UI/UX', 'Finance', 'IoT']",EWS,False,Part-time,4
S00137,Jeffrey Cobb,kelly91@example.org,9401391146,"['Web Development', 'AI/ML', 'Python', 'MS Office']",,"['Chennai', 'Jaipur']","['Software', 'Cloud Computing']",OBC,True,Internship,7
S00138,Justin Pittman,amanda72@example.com,6768655808,"['Web Development', 'IoT', 'Python', 'MS Office']",B.Sc Physics,"['Kolkata', 'Bangalore']",,EWS,True,Internship,12
S00139,Christina Martin,samantha37@example.net,8569603568,"['Cloud Computing', 'C++', 'MS Office', 'Communication']",,,"['Cloud Computing', 'UI/UX', 'IoT']",OBC,True,Internship,27
S00140,Brendan Yoder,hamptonkelly@example.org,962279947,"['Cloud Computing', 'C++', 'Python', 'Data Science']",,,,EWS,True,Part-time,15
S00141,Mrs. Yvette Robertson,ashley64@example.net,7417866854,"['Excel', 'Web Development', 'C++', 'MS Office']",B.Tech IT,['Mumbai'],"['Blockchain', 'Software', 'Finance']",General,True,Internship,32
S00142,Monique Daugherty,shawnsolis@example.com,7394629390,"['Robotics', 'Web Development', 'Cloud Computing']",M.Tech CS,['Ahmedabad'],,ST,True,Remote,41
S00143,Kim Harris,martinezryan@example.org,9889707994,"['Excel', 'C++', 'SQL']",B.Sc Physics,"['Chennai', 'Ahmedabad']",,OBC,True,Full-time,13
S00144,Leonard Oliver,cooperpeggy@example.net,9671568110,"['Java', 'Python', 'SQL', 'Data Science', 'MS Office']",,"['Hyderabad', 'Pune']",['Data Science'],OBC,True,Internship,6
S00145,Richard Beck,pmoore@example.net,7521092097,"['AI/ML', 'C++', 'Excel', 'Data Science']",,,,SC,False,Part-time,9
S00146,George Jones,beltrandonald@example.org,6657248696,"['Excel', 'Kubernetes', 'Communication', 'MS Office']",B.Sc Maths,"['Mumbai', 'Bangalore']",,ST,False,Internship,37
S00147,Vincent Byrd,ronaldbrennan@example.org,7784764645,"['Java', 'SQL']",B.Sc IT,"['Hyderabad', 'Pune']",['Software'],ST,False,Full-time,4
S00148,Travis Hill?,chadknapp@example.org,6657941452,"['Excel', 'Web Development', 'C++']",B.Tech ME,"['Pune', 'Chennai']","['IoT', 'Cybersecurity']",General,False,Internship,4
S00149,Laura White,brodriguez@example.com,6278467310,"['Kubernetes', 'IoT', 'MS Office']",B.Sc Maths,"['Delhi', 'Jaipur']",['Cloud Computing'],OBC,True,Remote,51
S00150,Joshua Castillo ,wcastro@example.com,6169633478,"['Web Development', 'Python', 'SQL', 'Data Science']",B.Tech ECE,"['Kolkata', 'Bangalore']",,SC,False,Full-time,23
S00151,Suzanne Ruiz,ggarcia@example.org,7166485628,"['Java', 'Robotics', 'Communication', 'Python']",B.Sc IT,['Pune'],"['Finance', 'Software', 'UI/UX']",OBC,True,Remote,32
S00152,William Baker,greenevalerie@example.org,8380533352,"['Communication', 'Python', 'Data Science']",B.Tech IT,['Mumbai'],['IoT'],OBC,True,Remote,30
S00153,George Hood!,fischermary@example.net,9132795289,"['Java', 'Robotics', 'Communication', 'Python']",,,,ST,False,Part-time,43
S00154,Barbara Stanley,christopher35_at_example.net,684473924,"['Kubernetes', 'Web Development']",M.Tech CS,['Delhi'],['Cybersecurity'],SC,False,Internship,1
S00155,Dustin Gomez,lawrence44@example.com,811044624,"['Robotics', 'Communication', 'C++', 'Kubernetes']",MCA,['Mumbai'],,OBC,False,Part-time,16
S00156,Lindsey Hawkins,elizabeth02@example.net,9963894675,"['MS Office', 'Excel', 'SQL']",B.Tech IT,"['Jaipur', 'Pune']",,OBC,True,Remote,58
S00157,Matthew Bradford,wcisneros@example.net,6196746341,"['Java', 'IoT', 'Python']",,"['Hyderabad', 'Ahmedabad']","['IoT', 'Cloud Computing']",EWS,True,Internship,29
S00158,Amanda Reynolds ,brownmarcus@example.net,81722176559,"['C++', 'SQL']",,"['Kolkata', 'Delhi']","['Data Science', 'Cybersecurity', 'Cloud Computing']",SC,False,Internship,27
